added,collx_id,number,name,team,year,brand,set,flags,condition,front_image,back_image,market_value,asking_price,sold_for_price,location,notes
2/1/25,554545924,134,Charmbreaker Devils,,2011,,Innistrad,Rare,Very Good,https://storage.googleapis.com/collx-user-cards/60754-554545924-front.jpg,,0.86,,,,
2/1/25,554545912,25,Nevermore,,2011,,Innistrad,Rare,,https://storage.googleapis.com/collx-user-cards/60754-554545912-front.jpg,,0.46,,,,
2/1/25,554545897,208,Ulvenwald Mystics,,2011,,Innistrad,Uncommon,,https://storage.googleapis.com/collx-user-cards/60754-554545897-front.jpg,,0.03,,,,
2/1/25,554544175,139,Myr Servitor,,2004,,Fifth Dawn,Common,,https://storage.googleapis.com/collx-user-cards/60754-554544175-front.jpg,,0.17,,,,
2/1/25,554544163,152,Skyreach Manta,,2004,,Fifth Dawn,Common,,https://storage.googleapis.com/collx-user-cards/60754-554544163-front.jpg,,0.01,,,,
2/1/25,554544145,48,Gearseeker Serpent,,2016,,Kaladesh,Common,,https://storage.googleapis.com/collx-user-cards/60754-554544145-front.jpg,,0.05,,,,
2/1/25,554544128,252,Plains (252),,2016,,Kaladesh,Land,,https://storage.googleapis.com/collx-user-cards/60754-554544128-front.jpg,,0.05,,,,
2/1/25,554544110,146,Razormane Masticore,,2004,,Fifth Dawn,Rare,,https://storage.googleapis.com/collx-user-cards/60754-554544110-front.jpg,,0.11,,,,
2/1/25,554544097,65,Brackish Trudge,,2021,,Strixhaven: School of Mages,Uncommon,,https://storage.googleapis.com/collx-user-cards/60754-554544097-front.jpg,,0.02,,,,
2/1/25,554544082,218,Cellar Door,,2011,,Innistrad,Uncommon,,https://storage.googleapis.com/collx-user-cards/60754-554544082-front.jpg,,0.05,,,,
2/1/25,554544072,47,Civilized Scholar,,2011,,Innistrad,Uncommon,,https://storage.googleapis.com/collx-user-cards/60754-554544072-front.jpg,,0.30,,,,
2/1/25,554541887,110,Vampire Cutthroat,,2016,,Eldritch Moon,Uncommon,Excellent,https://storage.googleapis.com/collx-user-cards/60754-554541887-front.jpg,,0.44,,,,
2/1/25,554541876,96,Gore-House Chainwalker,,2012,,Return to Ravnica,Common,Excellent,https://storage.googleapis.com/collx-user-cards/60754-554541876-front.jpg,,0.02,,,,
2/1/25,554541823,174,Tangleclaw Werewolf,,2016,,Eldritch Moon,Uncommon,Excellent,https://storage.googleapis.com/collx-user-cards/60754-554541823-front.jpg,,0.10,,,,
2/1/25,554541797,33,Lone Rider,,2016,,Eldritch Moon,Uncommon,Excellent,https://storage.googleapis.com/collx-user-cards/60754-554541797-front.jpg,,0.16,,,,
2/1/25,554541768,121,Seekers' Squire,,2017,,Ixalan,Uncommon,Excellent,https://storage.googleapis.com/collx-user-cards/60754-554541768-front.jpg,,0.01,,,,
2/1/25,554541750,174,Tangleclaw Werewolf,,2016,,Eldritch Moon,Uncommon,Excellent,https://storage.googleapis.com/collx-user-cards/60754-554541750-front.jpg,,0.10,,,,
2/1/25,554541737,142,Smoldering Werewolf,,2016,,Eldritch Moon,Uncommon,Excellent,https://storage.googleapis.com/collx-user-cards/60754-554541737-front.jpg,,0.12,,,,
2/1/25,554541688,128,Vicious Conquistador,,2017,,Ixalan,Uncommon,Excellent,https://storage.googleapis.com/collx-user-cards/60754-554541688-front.jpg,,0.20,,,,
2/1/25,554541342,76,Shrieking Affliction,,2012,,Return to Ravnica,Uncommon,Excellent,https://storage.googleapis.com/collx-user-cards/60754-554541342-front.jpg,,0.49,,,,
2/1/25,554538456,189,Origin Spellbomb,,2010,,Scars of Mirrodin,Common,,https://storage.googleapis.com/collx-user-cards/60754-554538456-front.jpg,,0.10,,,,
2/1/25,554538431,232,Plains (232),,2010,,Scars of Mirrodin,Land,,https://storage.googleapis.com/collx-user-cards/60754-554538431-front.jpg,,0.06,,,,
1/29/25,552436202,129,Hundroog,,2003,,Legions,Common,,https://storage.googleapis.com/collx-user-cards/60754-552436202-front.jpg,,0.01,,,,
1/29/25,552436181,131,Krosan Vorine,,2003,,Legions,Common,,https://storage.googleapis.com/collx-user-cards/60754-552436181-front.jpg,,0.10,,,,
1/29/25,552434691,164,Specter's Wail,,1999,,Mercadian Masques,Common,,https://storage.googleapis.com/collx-user-cards/60754-552434691-front.jpg,,0.04,,,,
1/29/25,552415116,,Icatian Infantry (Shuler),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552415116-front.jpg,,0.07,,,,
1/29/25,552415111,,Icatian Moneychanger,,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552415111-front.jpg,,0.16,,,,
1/29/25,552415107,,Icatian Moneychanger (Benson),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552415107-front.jpg,,0.10,,,,
1/29/25,552415101,,Icatian Javelineers (Benson),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552415101-front.jpg,,0.10,,,,
1/29/25,552415093,,Icatian Phalanx,,1994,,Fallen Empires,Uncommon,,https://storage.googleapis.com/collx-user-cards/60754-552415093-front.jpg,,0.09,,,,
1/29/25,552415087,,Icatian Moneychanger (Beard),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552415087-front.jpg,,0.10,,,,
1/29/25,552415080,,Icatian Javelineers (Beard Jr.),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552415080-front.jpg,,0.10,,,,
1/29/25,552415074,,Icatian Javelineers (Kirschner),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552415074-front.jpg,,0.11,,,,
1/29/25,552415059,,Icatian Infantry (Tucker),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552415059-front.jpg,,0.09,,,,
1/29/25,552415052,,Icatian Infantry,,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552415052-front.jpg,,0.09,,,,
1/29/25,552415044,,Icatian Infantry (Rush),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552415044-front.jpg,,0.09,,,,
1/29/25,552415026,,Icatian Lieutenant,,1994,,Fallen Empires,Rare,,https://storage.googleapis.com/collx-user-cards/60754-552415026-front.jpg,,0.34,,,,
1/29/25,552415018,,Order of the Ebon Hand (Spencer),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552415018-front.jpg,,0.15,,,,
1/29/25,552415013,,Order of the Ebon Hand (Rush),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552415013-front.jpg,,0.19,,,,
1/29/25,552414999,,Order of the Ebon Hand,,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552414999-front.jpg,,0.12,,,,
1/29/25,552414985,,Soul Exchange,,1994,,Fallen Empires,Uncommon,,https://storage.googleapis.com/collx-user-cards/60754-552414985-front.jpg,,0.16,,,,
1/29/25,552414873,,Thrull Retainer,,1994,,Fallen Empires,Uncommon,,https://storage.googleapis.com/collx-user-cards/60754-552414873-front.jpg,,0.14,,,,
1/29/25,552414863,,Thrull Wizard,,1994,,Fallen Empires,Uncommon,,https://storage.googleapis.com/collx-user-cards/60754-552414863-front.jpg,,0.10,,,,
1/29/25,552414553,,Derelor,,1994,,Fallen Empires,Rare,,https://storage.googleapis.com/collx-user-cards/60754-552414553-front.jpg,,0.27,,,,
1/29/25,552414544,,Tourach's Chant,,1994,,Fallen Empires,Uncommon,,https://storage.googleapis.com/collx-user-cards/60754-552414544-front.jpg,,0.10,,,,
1/29/25,552414532,,Tourach's Gate,,1994,,Fallen Empires,Rare,,https://storage.googleapis.com/collx-user-cards/60754-552414532-front.jpg,,0.30,,,,
1/29/25,552414525,,Hymn to Tourach (Cloak),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552414525-front.jpg,,0.25,,,,
1/29/25,552414517,,Hymn to Tourach (Table),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552414517-front.jpg,,0.21,,,,
1/29/25,552414510,,Hymn to Tourach (Circle),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552414510-front.jpg,,0.24,,,,
1/29/25,552414498,,Hymn to Tourach (Wolf),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552414498-front.jpg,,0.42,,,,
1/29/25,552414488,,Homarid (Hudson),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552414488-front.jpg,,0.06,,,,
1/29/25,552413871,,Homarid Spawning Bed,,1994,,Fallen Empires,Uncommon,,https://storage.googleapis.com/collx-user-cards/60754-552413871-front.jpg,,0.10,,,,
1/29/25,552413864,,Homarid (Wackwitz),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552413864-front.jpg,,0.05,,,,
1/29/25,552413859,,Homarid (Tedin),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552413859-front.jpg,,0.06,,,,
1/29/25,552413844,,Homarid,,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552413844-front.jpg,,0.07,,,,
1/29/25,552413834,,Homarid Warrior (Shuler),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552413834-front.jpg,,0.03,,,,
1/29/25,552413830,,Homarid Warrior (Gelon),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552413830-front.jpg,,0.09,,,,
1/29/25,552413823,,Homarid Shaman,,1994,,Fallen Empires,Rare,,https://storage.googleapis.com/collx-user-cards/60754-552413823-front.jpg,,0.41,,,,
1/29/25,552413807,,Homarid Warrior (Asplund-Faith),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552413807-front.jpg,,0.05,,,,
1/29/25,552413778,,Seasinger,,1994,,Fallen Empires,Uncommon,,https://storage.googleapis.com/collx-user-cards/60754-552413778-front.jpg,,0.16,,,,
1/29/25,552413756,,Tidal Influence,,1994,,Fallen Empires,Uncommon,,https://storage.googleapis.com/collx-user-cards/60754-552413756-front.jpg,,0.06,,,,
1/29/25,552413744,,High Tide (Coral),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552413744-front.jpg,,0.44,,,,
1/29/25,552413734,,High Tide,,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552413734-front.jpg,,0.49,,,,
1/29/25,552413726,,High Tide (Merfolk),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552413726-front.jpg,,0.22,,,,
1/29/25,552413715,,Tidal Flats (Earth),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552413715-front.jpg,,0.08,,,,
1/29/25,552413704,,Tidal Flats,,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552413704-front.jpg,,0.08,,,,
1/29/25,552413697,,Tidal Flats (Earth),,1994,,Fallen Empires,Common,,https://storage.googleapis.com/collx-user-cards/60754-552413697-front.jpg,,0.08,,,,
1/23/25,547304224,CP14,Ginyu Force 2/3,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547304224-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547304198,CP6,Lord Slug 3/3,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547304198-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547304166,CP10,Future gohan 1/3,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547304166-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547304121,96,Red Energy Drill,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547304121-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547304075,33,Garlic Jr’s Black Water Mist,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547304075-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547304044,CP2,Kimg Kai 2/3,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547304044-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547304013,65,Blue backflip,,2001,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547304013-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303994,97,Red overhead Crush ,,2003,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303994-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303957,CP3,King kai 3/3,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303957-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303935,CP13,Ginyu Force 1/3,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303935-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303908,CP15,Ginyu Force 3/3,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303908-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303866,CP5,Lord Slug 2/3,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303866-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303838,CP11,Future Gohan 2/3,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303838-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303811,CP1,King Kai 1/3,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303811-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303788,CP12,Future Gohan 3/3,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303788-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303746,50,Bracing for impact,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303746-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303712,CP7,Master Roshi 1/3,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303712-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303670,CP8,Master Roshi 2/3,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303670-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303623,CP9,Master Roshi 3/3,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303623-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303595,TF20,Blue frustration drill,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303595-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303558,CP4,Lord Slug 1/3,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303558-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303524,54,Cells Swift Strike,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303524-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303478,101,Red lightning strike,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303478-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303468,74,Namekian Focused Kick,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303468-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303442,39,Black shifting drill,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303442-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303393,19,Namekian Light Jab,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303393-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303338,58,Cells Backslap,,2002,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303338-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303316,15,Saiyan Counterstrike,,2001,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303316-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303281,67,Orange ally Drill,,2001,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303281-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303261,68,Heroes discovery,,2001,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303261-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303203,26,Black forearm block,,2001,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303203-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303166,51,Black Dodge,,2001,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303166-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303126,67,Red knee eruption,,2001,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303126-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303088,90,Trunks sword position 4,,2001,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303088-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303047,21,Orange side step,,2001,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303047-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547303013,105,Saiyan Ki Ball,,2003,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547303013-front.jpg,,,,,DBZ Pages In Binder3,
1/23/25,547302986,24,Namekian Dodging Technique ,,2001,Score,,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-547302986-front.jpg,,,,,DBZ Pages In Binder3,
1/19/25,543429203,194,Davis Mills,Stanford Cardinal,2021,Panini,2021 Panini Legacy,RC,Very Good,https://storage.googleapis.com/collx-user-cards/60754-543429203-front.jpg,,6.10,6,,,
1/19/25,543429124,193,Brevin Jordan,Miami Hurricanes,2021,Panini,2021 Panini Legacy,RC,Very Good,https://storage.googleapis.com/collx-user-cards/60754-543429124-front.jpg,,2.05,,,,
1/19/25,543429048,195,Demetric Felton,UCLA Bruins,2021,Panini,2021 Panini Legacy,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-543429048-front.jpg,,2.57,,,,
1/19/25,543428955,183,Elijah Molden,Washington Huskies,2021,Panini,2021 Panini Legacy,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-543428955-front.jpg,,4.87,5,,,
1/19/25,543428877,165,Chuba Hubbard,Oklahoma State Cowboys,2021,Panini,2021 Panini Legacy,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-543428877-front.jpg,,17.10,15,,,
1/19/25,543428748,155,Amon-Ra St. Brown,USC Trojans,2021,Panini,2021 Panini Legacy,RC,Very Good,https://storage.googleapis.com/collx-user-cards/60754-543428748-front.jpg,,1.50,,,,
1/19/25,543428659,152,Rashod Bateman,Minnesota Golden Gophers,2021,Panini,2021 Panini Legacy,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-543428659-front.jpg,,9.98,10,,,
1/19/25,543428542,101,Ray Lewis,Baltimore Ravens,2021,Panini,2021 Panini Legacy,,Very Good,https://storage.googleapis.com/collx-user-cards/60754-543428542-front.jpg,,3.50,,,,
1/19/25,543428428,105,Steve Young,San Francisco 49ers,2021,Panini,2021 Panini Legacy,,Very Good,https://storage.googleapis.com/collx-user-cards/60754-543428428-front.jpg,,2.52,,,,
1/16/25,541829993,550,Tracy Rocker,Washington Redskins,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541829993-front.jpg,,3.00,,,,
1/16/25,541829963,548,Maury Buford,Chicago Bears,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541829963-front.jpg,,0.06,,,,
1/16/25,541829915,538,Matt Bahr,Cleveland Browns,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541829915-front.jpg,,1.19,,,,
1/16/25,541829855,452,Eric Hill,Phoenix Cardinals,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541829855-front.jpg,,0.18,,,,
1/16/25,541829819,380,Kevin Mack,Cleveland Browns,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541829819-front.jpg,,0.25,,,,
1/16/25,541829754,391,Tony Woods,Seattle Seahawks,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541829754-front.jpg,,0.15,,,,
1/16/25,541829695,372,Nick Lowery,Kansas City Chiefs,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541829695-front.jpg,,0.06,,,,
1/16/25,541829665,367,Jerry Olsavsky,Pittsburgh Steelers,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541829665-front.jpg,,1.50,,,,
1/16/25,541829598,339,Mark Robinson,Tampa Bay Buccaneers,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541829598-front.jpg,,0.16,,,,
1/16/25,541829516,338,Stanley Morgan,New England Patriots,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541829516-front.jpg,,0.87,,,,
1/16/25,541829404,162,Dennis Gentry,Chicago Bears,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541829404-front.jpg,,0.62,,,,
1/16/25,541829361,133,Melvin Bratton,Denver Broncos,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541829361-front.jpg,,0.37,,,,
1/16/25,541829288,117,Erik McMillan,New York Jets,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541829288-front.jpg,,4.99,,,,
1/16/25,541829210,108,Morten Andersen,New Orleans Saints,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541829210-front.jpg,,1.35,,,,
1/16/25,541829130,98,Howie Long,Los Angeles Raiders,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541829130-front.jpg,,1.28,,,,
1/16/25,541829031,83,JoJo Townsell,New York Jets,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541829031-front.jpg,,0.16,,,,
1/16/25,541828991,69,Tony Zendejas,Houston Oilers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541828991-front.jpg,,0.06,,,,
1/16/25,541828783,67,Tim Worley,Pittsburgh Steelers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541828783-front.jpg,,0.30,,,,
1/16/25,541823834,147b,Joey Browner,Minnesota Vikings,1990,Score,1990 Score,,,,,1.00,,,,
1/16/25,541823763,147b,Joey Browner,Minnesota Vikings,1990,Score,1990 Score,,,,,1.00,,,,
1/16/25,541823658,147a,Joey Browner,Minnesota Vikings,1990,Score,1990 Score,,,,,0.35,,,,
1/16/25,541803788,157,Tylan Wallace,Oklahoma State Cowboys,2021,Panini,2021 Panini Legacy - Rookies Premium Edition Silver,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541803788-front.jpg,,0.15,,,,
1/16/25,541803588,185,Carlos Basham Jr.,Wake Forest Demon Deacons,2021,Panini,2021 Panini Legacy - Rookies Premium Edition,RC,Excellent,,,0.15,,,,
1/16/25,541803044,196,Dyami Brown,North Carolina Tar Heels,2021,Panini,2021 Panini Legacy - Rookies Premium Edition,RC,Excellent,,,0.27,,,,
1/16/25,541343370,14,Lamar Jackson,Baltimore Ravens,2021,Panini,2021 Panini Legacy,,Very Good,https://storage.googleapis.com/collx-user-cards/60754-541343370-front.jpg,,2.43,,,,
1/16/25,541343247,199,Jeremiah Owusu-Koramoah,Notre Dame Fighting Irish,2021,Panini,2021 Panini Legacy,RC,Very Good,https://storage.googleapis.com/collx-user-cards/60754-541343247-front.jpg,,2.25,,,,
1/16/25,541343171,192,Ian Book,Notre Dame Fighting Irish,2021,Panini,2021 Panini Legacy,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541343171-front.jpg,,20.40,20,,,
1/16/25,541343006,187,Christian Barmore,Alabama Crimson Tide,2021,Panini,2021 Panini Legacy,RC,Very Good,https://storage.googleapis.com/collx-user-cards/60754-541343006-front.jpg,,4.05,,,,
1/16/25,541340961,174,Pat Freiermuth,Penn State Nittany Lions,2021,Panini,2021 Panini Legacy,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541340961-front.jpg,,10.99,9,,,
1/16/25,541340937,169,Javian Hawkins,Louisville Cardinals,2021,Panini,2021 Panini Legacy,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541340937-front.jpg,,7.17,5,,,
1/16/25,541340915,168,Kenneth Gainwell,Memphis Tigers,2021,Panini,2021 Panini Legacy,RC,Very Good,https://storage.googleapis.com/collx-user-cards/60754-541340915-front.jpg,,9.99,9.99,,,
1/16/25,541340581,167,Trey Sermon,Ohio State Buckeyes,2021,Panini,2021 Panini Legacy,RC,Very Good,https://storage.googleapis.com/collx-user-cards/60754-541340581-front.jpg,,7.65,7.65,,,
1/16/25,541340416,156,Sage Surratt,Wake Forest Demon Deacons,2021,Panini,2021 Panini Legacy,RC,Very Good,https://storage.googleapis.com/collx-user-cards/60754-541340416-front.jpg,,2.99,,,,
1/16/25,541340074,91,Patrick Mahomes II,Kansas City Chiefs,2021,Panini,2021 Panini Legacy,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541340074-front.jpg,,1.50,,,,
1/16/25,541330768,166,Javonte Williams,North Carolina Tar Heels,2021,Panini,2021 Panini Legacy,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541330768-front.jpg,,18.37,17,,,
1/16/25,541264051,BP-29,Adley Rutschman,Baltimore Orioles,2022,Bowman,2022 Bowman - Prospects,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541264051-front.jpg,,2.09,,,,
1/16/25,541261676,C,Certified Winner C: 23-33,,1993,Topps,1993 Topps - Black Gold Certified Winners Redeemed/Exchange,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-541261676-front.jpg,,0.87,,,,
1/13/25,539605905,561,Herschel Walker,Minnesota Vikings,1990,Score,1990 Score,,,,,1.30,,,,
1/13/25,539600364,112,Jim Kelly,Buffalo Bills,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539600364-front.jpg,,1.50,,,,
1/13/25,539600352,145,Steve Young,San Francisco 49ers,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539600352-front.jpg,,0.50,,,,
1/13/25,539600344,92,Dennis Smith,Denver Broncos,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539600344-front.jpg,,0.99,,,,
1/13/25,539600338,82,Kelvin Martin,Dallas Cowboys,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539600338-front.jpg,,0.64,,,,
1/13/25,539600326,33,Jim Jeffcoat,Dallas Cowboys,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539600326-front.jpg,,1.61,,,,
1/13/25,539600319,17,Brad Muster,Chicago Bears,1990,Score,1990 Score,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539600319-front.jpg,,2.42,,,,
1/13/25,539600308,60,Bernie Kosar,Cleveland Browns,1990,Score,1990 Score,,Very Good,https://storage.googleapis.com/collx-user-cards/60754-539600308-front.jpg,,0.15,,,,
1/13/25,539456045,645,Cary Conklin,Washington Huskies,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539456045-front.jpg,,0.75,,,,
1/13/25,539456028,644,Mike Fox,West Virginia Mountaineers,1990,Score,1990 Score,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-539456028-front.jpg,,1.59,,,,
